name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_19,True,True,0.1194,0.05,0.14,1.0000,0.5920,0.707,True
test_20,True,True,7.1585,5.45,17.23,0.0750,0.3897,0.000,False
test_21,True,True,2.8114,7.49,2.88,0.3063,0.4258,0.571,True
test_22,True,True,2.3087,7.60,3.79,0.2881,0.3349,0.614,True
test_23,True,True,1.0686,20.05,21.81,0.0000,0.3975,0.000,False
test_24,True,True,1.2237,0.18,2.18,0.5452,0.3305,0.600,True
test_25,True,True,1.3465,6.37,4.15,0.2921,0.3743,0.644,True
test_26,True,True,6.0263,38.25,28.21,0.0000,0.2960,0.000,False
test_27,True,True,0.7236,21.92,20.73,0.0000,0.4345,0.000,False
test_28,True,True,0.6531,3.18,2.08,0.4919,0.4070,0.681,True
test_29,True,True,5.8007,39.01,29.51,0.0000,0.4829,0.663,False
test_30,True,True,0.4072,0.30,0.39,0.8721,0.6119,0.719,True
test_31,True,True,0.1696,0.67,0.39,0.8721,0.5964,0.692,True
test_32,True,True,0.9566,1.54,0.07,0.6981,0.6328,0.709,True
test_33,True,True,0.4523,1.48,0.71,0.7958,0.5572,0.670,True
test_34,True,True,0.5051,1.27,0.47,0.7548,0.5321,0.674,True
test_35,True,True,1.0267,0.97,2.61,0.4753,0.4422,0.683,True
test_36,True,True,6.3650,4.73,14.88,0.0845,0.5469,0.000,False
test_37,True,True,0.2269,0.53,0.92,0.7602,0.5496,0.682,True
test_38,True,True,1.6905,4.52,1.80,0.4632,0.4780,0.669,True
test_39,True,True,0.2133,0.88,0.54,0.8703,0.5757,0.652,True
test_40,True,True,1.3997,2.40,0.10,0.6007,0.4671,0.676,True
test_41,True,True,1.7290,3.89,1.03,0.4912,0.5732,0.711,True
test_42,True,True,0.8840,0.77,0.74,0.7081,0.6245,0.677,True
test_43,True,True,0.0557,0.09,0.01,1.0000,0.5257,0.665,True
test_44,True,True,0.6515,1.98,0.92,0.6591,0.5294,0.609,True
test_45,True,True,0.3304,0.68,1.24,0.6612,0.5386,0.687,True
test_46,True,True,28.9769,95.35,49.10,0.0283,0.6393,0.698,False
test_47,True,True,2.9913,6.61,1.91,0.3137,0.4537,0.584,True
test_48,True,True,2.7808,5.96,1.45,0.3349,0.5497,0.626,True
test_49,True,True,0.7821,1.26,0.05,0.7608,0.4989,0.668,True
test_50,True,True,0.3004,2.43,1.91,0.4925,0.5293,0.697,True
test_51,True,True,0.8624,2.35,0.91,0.7065,0.5577,0.715,True
test_52,True,True,0.7420,0.79,0.40,0.7505,0.5395,0.669,True
test_53,True,True,2.0061,4.71,1.40,0.4320,0.4729,0.714,True
test_54,True,True,1.2780,2.18,0.13,0.6915,0.5005,0.693,True
test_55,True,True,0.3713,2.49,1.89,0.5676,0.5174,0.707,True
test_56,True,True,0.2166,0.14,0.49,0.8700,0.5433,0.702,True
test_57,True,True,0.9231,2.67,1.19,0.6069,0.5099,0.673,True
test_58,True,True,0.2833,0.98,0.51,0.8704,0.4658,0.682,True
test_59,True,True,0.6584,1.05,0.04,0.7963,0.5824,0.712,True
test_60,True,True,16.4185,22.52,51.15,0.0008,0.3661,0.108,False
test_61,True,True,0.1345,1.24,1.46,0.6582,0.5321,0.635,True
test_62,True,True,2.8921,10.48,15.16,0.0000,0.5540,0.681,False
test_63,True,True,1.2200,2.26,0.27,0.6279,0.5718,0.619,True
test_64,True,True,0.2475,27.72,27.31,0.0000,0.5002,0.000,False
test_65,True,True,23.1378,113.90,77.35,0.0000,0.5507,0.682,False
test_66,True,True,0.5871,1.48,0.50,0.7952,0.5963,0.675,True
test_67,True,True,27.7898,121.79,77.62,0.0000,0.3538,0.611,False
test_68,True,True,1.3905,3.70,1.41,0.5429,0.5800,0.674,True
test_69,True,True,0.7728,2.83,1.59,0.6591,0.4841,0.673,True
test_70,True,True,6.1647,38.98,29.11,0.0000,0.5742,0.000,False
test_71,True,True,0.0327,1.61,1.56,0.5699,0.5827,0.668,True
test_72,True,True,11.1108,49.78,31.89,0.0000,0.6128,0.702,False
test_73,True,True,2.8390,34.17,29.53,0.0000,0.4587,0.650,False
test_74,True,True,1.1844,5.03,3.05,0.4194,0.4847,0.642,True
test_75,True,True,8.7075,45.79,31.60,0.0000,0.5357,0.000,False
test_76,True,True,0.4670,1.16,0.40,0.7940,0.5998,0.681,True
test_77,True,True,0.6733,1.09,0.02,0.7961,0.5651,0.657,True
test_78,True,True,1.8161,29.85,26.91,0.0000,0.5845,0.000,False
test_79,True,True,0.1812,0.95,1.26,0.6602,0.4658,0.604,True
test_80,True,True,0.9866,0.99,0.61,0.6956,0.4985,0.644,True
test_81,True,True,1.5728,4.54,2.02,0.4832,0.4925,0.670,True
test_82,True,True,5.8777,5.86,15.47,0.0519,0.5658,0.000,False
test_83,True,True,2.6781,16.45,20.76,0.0000,0.5236,0.000,False
test_84,True,True,3.0928,11.64,6.72,0.1473,0.2626,0.660,False
test_85,True,True,2.2206,6.92,3.30,0.3221,0.6197,0.000,True
test_86,True,True,0.8546,1.28,0.16,0.7589,0.6046,0.671,True
test_87,True,True,0.2499,0.76,0.36,0.8703,0.5740,0.656,True
test_88,True,True,2.3167,6.96,3.24,0.2841,0.5534,0.000,True
test_89,True,True,8.3387,23.82,10.70,0.1038,0.5338,0.000,False
test_90,True,True,2.9009,9.34,4.61,0.2137,0.3570,0.656,True
