name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_10016,True,True,1.0851,4.98,3.28,0.3322,0.3333,0.701,True
test_10017,True,True,1.9771,4.40,1.30,0.4725,0.3817,0.688,True
test_10018,True,True,3.4534,7.80,2.39,0.2882,0.3450,0.706,True
test_10019,True,True,4.0074,9.42,3.14,0.2286,0.2528,0.701,True
test_10020,True,True,3.1150,6.38,1.49,0.3147,0.2876,0.700,True
test_10021,True,True,2.4646,3.02,0.83,0.4319,0.4273,0.695,True
test_10022,True,True,2.7295,3.46,0.81,0.3982,0.3799,0.699,True
test_10023,True,True,3.2476,7.05,1.98,0.2911,0.2706,0.680,True
test_10024,True,True,2.2486,2.01,1.51,0.4573,0.4079,0.700,True
test_10025,True,True,4.0110,9.15,2.87,0.2453,0.2160,0.680,True
test_10026,True,True,3.3091,8.49,3.31,0.2414,0.2446,0.658,True
test_10027,True,True,3.0573,3.83,0.96,0.3314,0.3507,0.675,True
test_10028,True,True,1.7974,0.12,2.93,0.4096,0.2775,0.723,True
test_10029,True,True,2.6517,5.68,1.53,0.3622,0.3301,0.662,True
test_10030,True,True,2.3729,5.26,1.54,0.3622,0.3585,0.659,True
test_10031,True,True,3.0008,3.64,1.07,0.3617,0.3824,0.699,True
test_10032,True,True,2.3498,4.51,0.82,0.4563,0.3513,0.647,True
test_10033,True,True,1.2581,0.81,1.17,0.6146,0.5395,0.687,True
test_10034,True,True,2.1566,5.01,1.63,0.4077,0.3408,0.657,True
test_10035,True,True,2.2328,5.33,1.83,0.4055,0.2836,0.652,True
test_10036,True,True,2.2888,4.80,1.23,0.4132,0.3227,0.662,True
test_10037,True,True,0.8534,0.22,1.12,0.6971,0.6297,0.653,True
test_10038,True,True,0.4182,0.45,1.11,0.7522,0.6347,0.642,True
test_10039,True,True,0.9953,0.45,2.00,0.6093,0.4562,0.631,True
test_10040,True,True,0.6675,2.27,3.31,0.3333,0.3415,0.653,True
test_10041,True,True,0.9122,1.11,2.54,0.4737,0.4591,0.650,True
test_10042,True,True,1.6263,0.21,2.34,0.5426,0.4315,0.527,True
test_10043,True,True,4.4981,11.36,4.33,0.1907,0.3107,0.706,False
test_10044,True,True,2.6011,3.48,0.60,0.3989,0.4030,0.639,True
test_10045,True,True,4.5135,8.79,1.73,0.2298,0.2860,0.643,True
test_10046,True,True,1.0490,1.13,2.77,0.4747,0.3207,0.498,True
test_10047,True,True,2.2792,3.90,0.34,0.4319,0.5014,0.655,True
test_10048,True,True,1.4385,2.21,0.04,0.6460,0.5150,0.671,True
test_10049,True,True,2.0378,0.29,2.90,0.4136,0.2942,0.665,True
test_10050,True,True,2.7049,3.73,0.52,0.3970,0.3497,0.692,True
