name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_372,True,True,0.7855,5.76,4.44,0.1868,0.1538,0.295,True
test_373,True,True,0.6677,9.61,8.50,0.0008,0.1016,0.432,True
test_374,True,True,24.6014,105.80,66.73,0.0000,0.1525,0.333,False
test_375,True,True,1.8702,3.95,7.00,0.1225,0.2089,0.492,True
test_376,True,True,2.9642,2.85,2.15,0.3641,0.2163,0.000,True
test_377,True,True,4.6889,13.13,5.37,0.1751,0.2859,0.000,False
test_378,True,True,1.9737,6.73,9.96,0.0208,0.2739,0.064,True
test_379,True,True,5.1904,11.52,3.05,0.1789,0.3001,0.000,False
test_380,True,True,12.6897,98.85,78.60,0.0000,0.2504,0.136,False
test_381,True,True,0.1391,6.67,6.44,0.0578,0.2439,0.462,True
test_382,True,True,5.7242,4.00,5.33,0.1598,0.3509,0.292,False
test_383,True,True,33.3609,97.16,43.66,0.0245,0.1914,0.466,False
test_384,True,True,28.6709,91.36,45.67,0.0291,0.1466,0.429,False
test_385,True,True,10.9963,96.63,78.98,0.0000,0.2344,0.139,False
test_386,True,True,0.0235,15.88,15.92,0.0000,0.1528,0.220,False
test_387,True,True,6.4060,108.00,97.74,0.0000,0.2106,0.047,False
test_388,True,True,25.7194,88.15,47.06,0.0297,0.0497,0.367,False
test_389,True,True,6.9397,6.42,17.37,0.0595,0.3197,0.104,False
test_390,True,True,17.3904,42.13,14.76,0.0492,0.4174,0.000,False
test_391,True,True,14.5044,50.76,27.90,0.0371,0.4313,0.000,False
test_392,True,True,16.5609,42.90,16.90,0.0501,0.3664,0.000,False
test_393,True,True,23.4261,50.34,13.23,0.0347,0.3885,0.000,False
test_394,True,True,37.8569,93.78,32.41,0.0214,0.2976,0.000,False
test_395,True,True,13.2133,48.39,27.48,0.0243,0.4121,0.000,False
test_396,True,True,4.8192,9.42,17.37,0.0081,0.1963,0.114,True
test_397,True,True,12.5954,41.33,20.96,0.0631,0.4258,0.000,False
test_398,True,True,13.6897,50.75,28.72,0.0226,0.3740,0.000,False
test_399,True,True,26.6980,113.74,71.37,0.0000,0.3173,0.000,False
test_400,True,True,5.0700,6.64,14.66,0.0413,0.3903,0.000,False
test_401,True,True,5.3078,3.61,12.24,0.1129,0.3525,0.023,False
test_402,True,True,2.5905,12.35,16.47,0.0000,0.3472,0.000,False
test_403,True,True,3.2938,6.17,11.42,0.0250,0.3345,0.156,True
test_404,True,True,3.1823,6.52,11.76,0.0258,0.3178,0.000,True
test_405,True,True,4.5040,0.37,7.54,0.1919,0.3229,0.106,True
test_406,True,True,4.7933,6.53,14.24,0.0442,0.3499,0.000,True
test_407,True,True,7.8422,3.33,9.21,0.1094,0.2307,0.000,False
test_408,True,True,0.4080,2.16,2.82,0.4014,0.3484,0.556,True
test_409,True,True,4.6941,2.81,10.41,0.1301,0.3464,0.048,True
test_410,True,True,13.8306,38.83,17.03,0.0609,0.3125,0.000,False
test_411,True,True,10.0310,17.81,1.66,0.0843,0.1345,0.000,False
test_412,True,True,8.2614,19.16,32.28,0.0000,0.0667,0.073,False
test_413,True,True,21.5381,75.80,41.81,0.0287,0.1544,0.343,False
test_414,True,True,10.6409,23.70,6.88,0.0746,0.2199,0.211,False
test_415,True,True,2.7038,8.87,4.64,0.2043,0.1393,0.000,True
test_416,True,True,9.2822,57.93,43.42,0.0000,0.3491,0.000,False
test_417,True,True,0.3952,6.47,5.84,0.1202,0.3497,0.513,True
test_418,True,True,16.0768,55.04,29.78,0.0437,0.4202,0.000,False
test_419,True,True,3.8254,1.60,7.71,0.1851,0.3735,0.099,True
test_420,True,True,7.6239,7.91,21.07,0.0522,0.2432,0.000,False
test_421,True,True,0.4176,10.98,10.29,0.0000,0.1309,0.426,False
test_422,True,True,6.3753,13.71,2.66,0.1345,0.2268,0.000,False
test_423,True,True,2.9659,4.40,9.39,0.0749,0.1624,0.081,True
test_424,True,True,0.2388,5.72,5.31,0.1439,0.1298,0.000,True
test_425,True,True,28.9565,114.84,68.61,0.0000,0.2155,0.064,False
test_426,True,True,25.1767,91.14,51.20,0.0172,0.1084,0.139,False
test_427,True,True,26.2016,57.04,15.28,0.0303,0.1062,0.123,False
test_428,True,True,20.5006,5.93,38.91,0.0408,0.1713,0.181,False
test_429,True,True,0.7964,4.51,3.16,0.3548,0.2547,0.000,True
