name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_85,True,True,4.1750,21.99,28.74,0.0000,0.3504,0.351,False
test_86,True,True,1.0075,6.73,5.05,0.1468,0.2963,0.531,True
test_87,True,True,17.2647,5.37,35.80,0.0446,0.2777,0.085,False
test_88,True,True,9.6096,25.48,9.21,0.0886,0.3351,0.342,False
test_89,True,True,18.3878,0.24,32.46,0.0404,0.2076,0.336,False
test_90,True,True,6.9395,9.80,1.71,0.1281,0.3732,0.000,False
test_91,True,True,0.1862,6.03,5.73,0.1183,0.2005,0.000,True
test_92,True,True,12.7262,53.05,32.57,0.0000,0.2822,0.000,False
test_93,True,True,23.1389,4.31,41.08,0.0350,0.3114,0.115,False
test_94,True,True,7.2454,5.99,5.74,0.1214,0.2128,0.273,False
test_95,True,True,24.2384,100.10,61.75,0.0000,0.1958,0.482,False
test_96,True,True,2.6810,0.65,5.14,0.2629,0.2294,0.489,True
test_97,True,True,5.7491,27.83,18.24,0.0024,0.3071,0.000,False
test_98,True,True,26.5402,5.98,48.15,0.0309,0.2758,0.065,False
test_99,True,True,4.2850,4.85,11.89,0.0738,0.2075,0.000,True
test_100,True,True,1.6948,4.97,2.27,0.4618,0.0453,0.077,True
test_101,True,True,0.9174,9.92,11.40,0.0000,0.0340,0.184,True
test_102,True,True,21.7718,94.99,60.66,0.0000,0.1230,0.203,False
test_103,True,True,7.1076,6.96,4.75,0.1195,0.1571,0.000,False
test_104,True,True,0.1489,16.03,16.26,0.0000,0.0310,0.145,False
test_105,True,True,4.0056,6.44,12.72,0.0355,0.0285,0.081,True
test_106,True,True,14.9580,119.13,95.59,0.0000,0.0856,0.133,False
test_107,True,True,10.1429,97.65,81.71,0.0000,0.0672,0.227,False
test_108,True,True,27.9611,136.21,91.76,0.0000,0.0869,0.119,False
test_109,True,True,7.0003,30.70,19.51,0.0052,0.0912,0.261,False
test_110,True,True,0.2179,2.50,2.86,0.4188,0.2899,0.015,True
test_111,True,True,3.2851,13.52,18.77,0.0000,0.2232,0.065,False
test_112,True,True,23.3062,84.89,48.07,0.0141,0.2224,0.083,False
test_113,True,True,16.7662,76.80,50.49,0.0000,0.1821,0.067,False
test_114,True,True,18.2281,11.44,40.39,0.0429,0.2030,0.220,False
test_115,True,True,9.3568,2.86,18.64,0.0869,0.2528,0.079,False
test_116,True,True,16.2870,46.25,20.54,0.0511,0.2778,0.000,False
test_117,True,True,5.5773,4.58,4.44,0.1590,0.3678,0.293,False
test_118,True,True,0.4665,13.21,12.44,0.0000,0.3373,0.000,False
test_119,True,True,8.4131,0.19,13.56,0.1013,0.3456,0.079,False
test_120,True,True,10.9138,0.33,17.59,0.0806,0.0419,0.163,False
test_121,True,True,32.7606,132.93,79.74,0.0000,0.1071,0.330,False
test_122,True,True,21.2854,79.15,45.59,0.0069,0.0123,0.476,False
test_123,True,True,21.5719,111.07,77.01,0.0000,0.0403,0.136,False
test_124,True,True,28.7212,110.41,64.33,0.0014,0.0218,0.154,False
test_125,True,True,27.2293,80.60,37.17,0.0300,0.0396,0.000,False
test_126,True,True,14.7208,81.29,58.23,0.0000,0.0430,0.122,False
test_127,True,True,30.1557,77.53,29.14,0.0269,0.0585,0.024,False
test_128,True,True,1.3433,4.02,6.26,0.1191,0.1500,0.085,True
test_129,True,True,32.4451,129.41,77.05,0.0000,0.0495,0.073,False
test_130,True,True,8.2262,8.59,23.17,0.0486,0.0232,0.110,False
test_131,True,True,0.8008,19.46,20.80,0.0000,0.0727,0.401,False
test_132,True,True,13.3986,36.68,14.98,0.0609,0.1073,0.152,False
